movieId,title,genres,imdbId,tmdbId,Release_Year,Director,Stars,Original Language,Revenue,Keywords
383,Wyatt Earp (1994),Western,111756,12160,1994,Lawrence Kasdan,"['kevin costner', 'dennis quaid', 'gene hackman', 'david andrews', 'linden ashby', 'jeff fahey', 'joanna going', 'mark harmon', 'michael madsen']",English,25100000,"['gunslinger', 'gambling', 'sheriff', 'deputy sheriff', 'arizona', 'wretch', 'wyatt earp', 'historical figure', 'doc holliday', 'tombstone arizona', '19th century', 'ok corral']"
384,Bad Company (1995),Action,112443,40480,1995,Damian Harris,"['laurence fishburne', 'ellen barkin', 'frank langella', 'michael beach', 'david ogden stiers', 'daniel hugh kelly', 'gia carides', 'spalding gray', 'james hong']",English,,"['central intelligence agency (cia)', 'judge', 'blackmail']"
385,"Man of No Importance, A (1994)",Drama,110455,52038,1994,Suri Krishnamma,"['albert finney', 'brenda fricker', 'michael gambon', 'tara fitzgerald', 'rufus sewell', 'patrick malahide', 'david kelly', 'mick lally', 'anna manahan']",English,953,"['dublin, ireland', 'friendship', 'ireland', 'middle ages (476-1453)', 'gay theme']"
386,S.F.W. (1994),Drama,111048,29444,1994,Jefery Levy,"['stephen dorff', 'reese witherspoon', 'jake busey', 'joey lauren adams', 'pamela gidley', 'david barry gray', 'jack noseworthy', 'richard portnow', 'tobey maguire']",English,,"['loss of loved one', 'based on novel or book', 'hostage', 'kidnapping', 'pregnancy', 'media', 'celebrity', 'survival', 'escape', 'teenage girl', 'hospital', 'reality spoof', 'masked man', 'tragic event', 'homecoming']"
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,110399,26352,1994,Keenen Ivory Wayans,"['keenen ivory wayans', 'charles s dutton', 'jada pinkett smith', 'salli richardson whitfield', 'andrew divoff', 'corwin hawkins', 'gary carlos cervantes', 'gregory sierra', 'kim wayans']",English,29392418,"['fbi', 'drug crime', 'drugs', 'private detective', 'blast']"
388,Boys Life (1995),Drama,112570,39953,1995,Robert Lee King,"['james andrews', 'mary beth aylesworth', 'mike barbour', 'steve bilich', 'wendy brokaw', 'bojesse christopher', 'dennis christopher', 'adrian davey', 'kimberly flynn']",English,,"['anthology', 'male homosexuality', 'lgbt', 'short compilation', '1990s', 'gay theme']"
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,109454,41580,1994,Yves Angelo,"['gerard depardieu', 'fanny ardant', 'fabrice luchini', 'andre dussollier', 'eric elmosnino', 'claude rich', 'julie depardieu', 'romane bohringer', 'daniel prevost']",French,,
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,59170,315,1965,Russ Meyer,"['tura satana', 'haji', 'lori williams', 'sue bernard', 'stuart lancaster', 'paul trinka', 'dennis busch', 'ray barlow', 'john furlong']",English,,"['killing', 'sports car', 'go-go dancer', 'eroticism', 'kidnapping']"
391,Jason's Lyric (1994),Crime|Drama,110186,22067,1994,Doug McHenry,"['allen payne', 'jada pinkett smith', 'bokeem woodbine', 'eddie griffin', 'suzzanne douglas', 'lisa nicole carson', 'lahmard j tate', 'forest whitaker', 'sandra pepa denton']",English,20851521,"['family relationships', 'fear', 'relationship', 'gospel singer']"
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,108069,18242,1993,Dave Borthwick,"['nick upton', 'deborah collard', 'frank passingham']",English,,['stop motion']
393,Street Fighter (1994),Action,111301,11667,1994,Steven E. de Souza,"['jean claude van damme', 'raul julia', 'ming na wen', 'byron mann', 'damian chapa', 'kylie minogue', 'wes studi', 'roshan seth', 'grand l bush']",English,99423521,"['dictator', 'martial arts', 'hostage', 'liberation of hostage', 'hostage-taking', 'street fighter', 'united nations', 'based on video game', 'sarcastic']"
394,Coldblooded (1995),Action,112702,32502,1995,Wallace Wolodarsky,"['jason priestley', 'kimberly williams paisley', 'janeane garofalo', 'robert loggia', 'peter riegert', 'josh charles', 'david anthony higgins', 'doris grau', 'jay kogen']",English,,"['hitman', 'wound', 'yoga', 'blood splatter', 'murder', 'basement']"
395,Desert Winds (1995),Drama,112849,267188,1995,Michael A. Nickles,"['heather graham', 'michael a nickles', 'jack kehler', 'grace zabriskie', 'nick searcy', 'jessica hamilton', 'kay parker', 'russ devan', 'adam ant']",English,,
396,Fall Time (1995),Drama,113014,28732,1995,Paul Warner,"['stephen baldwin', 'sheryl lee', 'jason london', 'david arquette', 'jonah blechman', 'j michael hunter', 'richard k olsen', 'sammy kershaw', 'mickey rourke']",English,,"['prank', 'bank robbery']"
397,"Fear, The (1995)",Horror,113043,75555,1995,Vincent Robert,"['eddie bowz', 'heather medway', 'ann turkel', 'vince edwards', 'darin heames', 'anna karin', 'antonio todd', 'leland hayward iii', 'monique mannen']",English,,"['mannequin', 'supernatural', 'b movie', 'wood']"
398,Frank and Ollie (1995),Documentary,113104,42981,1995,Theodore Thomas,"['frank thomas', 'ollie johnston', 'glen keane', 'andrew gaskill', 'john canemaker', 'john culhane']",English,,"['visual arts', 'artist', 'biography', 'film history']"
399,Girl in the Cadillac (1995),Drama,113173,278939,1995,Lucas Platt,"['erika eleniak', 'william mcnamara', 'michael lerner', 'bud cort', 'ed lauter', 'valerie perrine', 'gene borkan', 'jeff mosley', 'ed bernard']",English,,"['robbery', 'bank', 'cadillac', 'money', 'bus station']"
400,Homage (1995),Drama,113319,291731,1995,Ross Kagan Marks,"['blythe danner', 'frank whaley', 'sheryl lee', 'danny nucci', 'bruce davison', 'lora martinez cunningham', 'bob goen', 'harri james', 'lindsay taylor']",English,,"['obsession', 'widow', 'tragic event', 'fatal attraction']"
401,Mirage (1995),Action|Thriller,113827,226229,1995,Paul Williams,"['edward james olmos', 'sean young', 'james andronica', 'sayed badreya', 'susan helen emerson', 'william grillo', 'tony king', 'patricia sill']",English,,
402,Open Season (1996),Comedy,114047,203119,1996,Robert Wuhl,"['lloyd adams', 'robert wuhl', 'gailard sartain', 'rod taylor', 'catherine kellner', 'maggie han', 'roger dunn', 'darlene cooke', 'bob costas']",English,,['satire']
403,Two Crimes (1995),Comedy|Crime|Drama,112889,172923,1995,Roberto Sneider,"['damian alcazar', 'pedro armendariz jr', 'dolores heredia', 'jose carlos ruiz', 'margarita isabel', 'leticia huijara', 'jesus ochoa', 'guillermo gil', 'farnesio de bernal']",Castilian,,
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,109339,316098,1994,Jefri Aalmuhammed,['roscoe lee browne'],English,,
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,110027,8011,1994,Andrew Morahan,"['christophe lambert', 'mario van peebles', 'deborah kara unger', 'mako', 'martin neufeld', 'daniel do', 'michael jayston', 'louis bertignac', 'lisa vitello']",English,36700000,"['japan', 'new york city', 'scotland', 'martial arts', 'morocco', 'immortality', 'sorcery', 'sword fight', 'katana sword', 'fictional war', 'dark fantasy', 'archeology', 'warrior', 'action hero', 'sword and sorcery', 'supernatural power', 'good versus evil']"
406,Federal Hill (1994),Drama,109785,171857,1994,Michael Corrente,"['nicholas turturro', 'anthony desando', 'libby langdon', 'frank vincent', 'michael raynor', 'robert turano', 'jason andrews', 'phyllis kay', 'biagio conti']",English,,
407,In the Mouth of Madness (1995),Horror|Thriller,113409,2654,1995,John Carpenter,"['sam neill', 'julie carmen', 'jurgen prochnow', 'david warner', 'john glover', 'bernie casey', 'peter jason', 'charlton heston', 'frances bay']",English,8946600,"['small town', 'paranoia', 'new hampshire', 'insanity', 'diner', 'author', 'disappearance', 'church', 'gothic', 'crucifix', 'new england', 'insurance investigator', 'ghost town', 'publisher', 'horror novel', 'lovecraftian']"
408,8 Seconds (1994),Drama,109021,18069,1994,John G. Avildsen,"['luke perry', 'stephen baldwin', 'cynthia geary', 'james rebhorn', 'carrie snodgress', 'linden ashby', 'renee zellweger', 'lori heuring', 'red mitchell']",English,,"['rodeo', 'cowboy', 'bull riding']"
409,Above the Rim (1994),Drama,109035,19092,1994,Jeff Pollack,"['duane martin', 'tupac shakur', 'bernie mac', 'marlon wayans', 'leon', 'wood harris', 'michael rispoli', 'david bailey', 'tonya pinkins']",English,,['sports']
410,Addams Family Values (1993),Comedy,106220,2758,1993,Barry Sonnenfeld,"['joan cusack', 'raul julia', 'christopher lloyd', 'christina ricci', 'anjelica huston', 'jimmy workman', 'david krumholtz', 'peter macnicol', 'christine baranski']",English,48919043,"['dancing', 'sibling relationship', 'jealousy', 'baby', 'butler', 'yuppie', 'nanny', 'thanksgiving', 'summer camp', 'guillotine', 'uncle', 'mansion', 'wedding', 'macabre', 'disembodied hand', 'anxious']"
411,You So Crazy (1994),Comedy,111804,38129,1994,Thomas Schlamme,['martin lawrence'],English,,['stand-up comedy']
412,"Age of Innocence, The (1993)",Drama,106226,10436,1993,Martin Scorsese,"['daniel day lewis', 'michelle pfeiffer', 'winona ryder', 'alexis smith', 'geraldine chaplin', 'jonathan pryce', 'richard e grant', 'alec mccowen', 'mary beth hurt']",English,32255440,"['upper class', 'new york city', 'based on novel or book', 'infidelity', 'lover', 'countess', 'lawyer', '19th century']"
413,Airheads (1994),Comedy,109068,13595,1994,Michael Lehmann,"['brendan fraser', 'steve buscemi', 'adam sandler', 'joe mantegna', 'chris farley', 'judd nelson', 'amy locane', 'michael mckean', 'david arquette']",English,5751882,"['radio station', 'heavy metal', 'rock band']"
414,"Air Up There, The (1994)",Comedy,109067,46094,1994,Paul Michael Glaser,"['kevin bacon', 'charles gitonga maina', 'yolanda vazquez', 'mabutho kid sithole', 'sean mccann', 'dennis patrick', 'ilo mutombo', 'nigel miguel', 'eric menyuk']",English,21011500,['sports']
415,Another Stakeout (1993),Comedy|Thriller,106292,9409,1993,John Badham,"['richard dreyfuss', 'emilio estevez', 'rosie o donnell', 'dennis farina', 'miguel ferrer', 'cathy moriarty', 'marcia strassman', 'dan lauria', 'madeleine stowe']",English,30000000,"['gangster', 'staatsanwältin', 'cop', 'stakeout', 'police stakeout']"
416,Bad Girls (1994),Western,109198,11853,1994,Jonathan Kaplan,"['madeleine stowe', 'mary stuart masterson', 'andie macdowell', 'drew barrymore', 'james russo', 'james le gros', 'robert loggia', 'dermot mulroney', 'jim beaver']",English,15240435,"['blonde', 'revenge', 'tough girl', 'wild west', 'fast draw', 'pistol duel', 'small western town']"
417,Barcelona (1994),Comedy|Romance,109219,16771,1994,Whit Stillman,"['taylor nichols', 'chris eigeman', 'tushka bergen', 'mira sorvino', 'pep munne', 'hellena taylor', 'nuria badia', 'jack gilpin', 'thomas gibson']",English,,"['barcelona, spain', 'spain', 'navy', 'expatriate', 'cousin cousin relationship', '1980s']"
418,Being Human (1993),Drama,106379,46924,1993,Bill Forsyth,"['robin williams', 'theresa russell', 'maudie johnson', 'max johnson', 'robert carlyle', 'irvine allen', 'tony curran', 'iain andrews', 'robert cavanah']",English,,"['success', 'medieval']"
419,"Beverly Hillbillies, The (1993)",Comedy,106400,11041,1993,Penelope Spheeris,"['jim varney', 'diedrich bader', 'erika eleniak', 'cloris leachman', 'lily tomlin', 'lea thompson', 'dolly parton', 'rob schneider', 'dabney coleman']",English,,"['arkansas', 'oil', 'billionaire', 'hillbilly', 'beverly hills', 'woman director']"
420,Beverly Hills Cop III (1994),Action|Comedy,109254,306,1994,John Landis,"['eddie murphy', 'judge reinhold', 'hector elizondo', 'timothy carhart', 'john saxon', 'theresa randle', 'stephen mchattie', 'alan young', 'gilbert r hill']",English,119208989,"['detective', 'undercover', 'carousel ', 'investigation', 'rescue', 'shootout', 'dirty cop', 'gunfight', 'los angeles, california', 'foot chase', 'framed', 'detroit, michigan', 'secret service', 'amusement park', 'roller coaster / rollercoaster', 'theme park', 'beverly hills', 'buddy cop', 'chop shop', 'counterfeit money']"
421,Black Beauty (1994),Adventure|Children's,109279,14522,1994,Caroline Thompson,"['alan cumming', 'docs keepin time', 'sean bean', 'david thewlis', 'jim carter', 'peter davison', 'alun armstrong', 'john mcenery', 'eleanor bron']",English,,"['horse', 'country life', 'woman director']"
422,Blink (1994),Thriller,109297,26203,1994,Michael Apted,"['madeleine stowe', 'aidan quinn', 'james remar', 'bruce a young', 'peter friedman', 'matt roth', 'michael p byrne', 'laurie metcalf', 'greg noonan']",English,16668552,"['killer', 'blindness', 'corneal transplant']"
423,Blown Away (1994),Action|Thriller,109303,178,1994,Stephen Hopkins,"['jeff bridges', 'tommy lee jones', 'suzy amis', 'lloyd bridges', 'forest whitaker', 'stephi lineburg', 'john finn', 'caitlin clarke', 'christofer de oni']",English,30156002,"['boston, massachusetts', 'fireworks', 'orchestra', 'anarchist', 'concert', 'computer', 'revenge', 'flashback', 'terrorism', 'wedding', 'explosion', 'roulette wheel', 'capsized ship', 'belfast, north ireland', 'bomb planting', 'headphones', 'bomb attack', 'action hero', 'blast', 'human bomb']"
424,Blue Chips (1994),Drama,109305,19819,1994,William Friedkin,"['nick nolte', 'shaquille o neal', 'mary mcdonnell', 'ed o neill', 'j t walsh', 'alfre woodard', 'penny hardaway', 'matt nover', 'robert wuhl']",English,26000000,"['sports', 'basketball']"
425,Blue Sky (1994),Drama|Romance,109306,57834,1994,Tony Richardson,"['jessica lange', 'tommy lee jones', 'powers boothe', 'carrie snodgress', 'amy locane', 'chris o donnell', 'mitchell ryan', 'dale dye', 'timothy scott']",English,,"['husband wife relationship', 'alabama', 'nuclear missile', 'military base', 'atomic bomb test', 'hand grenade', 'nymphomaniac', 'dysfunctional marriage', 'mental illness', '1950s', 'mentally unstable']"
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,106452,4722,1993,Abel Ferrara,"['terry kinney', 'meg tilly', 'gabrielle anwar', 'reilly murphy', 'billy wirth', 'christine elise', 'r lee ermey', 'kathleen doyle', 'forest whitaker']",English,428868,"['distrust', 'military base', 'remake', 'alien', 'escape', 'soldier', 'alien invasion', 'alien infection', 'sleeping', 'doppelgänger', 'body snatchers', 'emotionless', 'body snatching', 'body snatcher']"
427,Boxing Helena (1993),Mystery|Romance|Thriller,106471,18215,1993,Jennifer Lynch,"['julian sands', 'sherilyn fenn', 'bill paxton', 'art garfunkel', 'betsy clark', 'kurtwood smith', 'nicolette scorsese', 'meg register', 'bryan smith']",English,1800000,"['obsession', 'dream', 'kidnapping', 'unrequited love', 'doctor', 'car accident', 'obsessive love', 'woman director', 'captivity']"
428,"Bronx Tale, A (1993)",Drama,106489,1607,1993,Robert De Niro,"['robert de niro', 'chazz palminteri', 'lillo brancato', 'francis capra', 'taral hicks', 'kathrine narducci', 'clem caserta', 'alfred sauchelli jr', 'frank pietrangolare']",English,17287898,"['gambling', 'black people', 'italian american', 'italian', 'parent child relationship', 'loyalty', 'gangster', 'funeral', 'molotow cocktail', 'gang leader', 'nostalgia', 'game of dice', 'bus driver', 'mafia', 'best friend', 'witness to murder', 'hoodlum', 'xenophobia', 'bronx, new york city', 'father figure', '1960s', 'confession booth']"
429,Cabin Boy (1994),Comedy,109361,26391,1994,Adam Resnick,"['chris elliott', 'ritch brinkley', 'james gammon', 'brian doyle murray', 'brion james', 'melora walters', 'i m hobson', 'alex nevil', 'david h sterry']",English,3662459,
430,Calendar Girl (1993),Drama,106505,117553,1993,John Whitesell,"['gabriel olds', 'jason priestley', 'jerry o connell', 'joe pantoliano', 'steve railsback', 'stephen tobolowsky', 'stephanie anderson', 'chubby checker', 'christine taylor']",English,2600000,"['tattoo', 'california', 'beach', 'radio', 'narration', 'nostalgia', 'calendar', 'stalking', 'coming of age', 'diner', 'marijuana', 'hollywood', 'summer', 'movie star', '1950s']"
431,Carlito's Way (1993),Crime|Drama,106519,6075,1993,Brian De Palma,"['al pacino', 'sean penn', 'penelope ann miller', 'john leguizamo', 'ingrid rogers', 'luis guzman', 'james rebhorn', 'joseph siravo', 'viggo mortensen']",English,63800000,"['new york city', 'based on novel or book', '1970s', 'go-go dancer', 'puerto rico', 'cocaine', 'nightclub', 'gangster', 'release from prison', 'criminal past', 'love', 'lawyer', 'drugs', 'disco', 'neo-noir']"
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,109439,11310,1994,Paul Weiland,"['billy crystal', 'daniel stern', 'jon lovitz', 'jack palance', 'patricia wettig', 'pruitt taylor vince', 'bill mckinney', 'lindsay crystal', 'beth grant']",English,72000000,"['nevada', 'gold', 'birthday', 'treasure hunt', 'friendship bracelet', 'cowboy']"
433,Clean Slate (1994),Comedy,109443,18658,1994,Mick Jackson,"['dana carvey', 'valeria golino', 'james earl jones', 'kevin pollak', 'michael gambon', 'michael murphy', 'jayne brook', 'vyto ruginis', 'olivia d abo']",English,7355425,
434,Cliffhanger (1993),Action|Adventure|Crime,106582,9350,1993,Renny Harlin,"['sylvester stallone', 'john lithgow', 'michael rooker', 'janine turner', 'rex linn', 'caroline goodall', 'leon', 'craig fairbrass', 'gregory scott cummins']",English,255000211,"['mountain', 'rocky mountains', 'airplane', 'hijacking', 'suitcase', 'climbing', 'heist', 'money', 'snow', 'mountain climbing']"
435,Coneheads (1993),Comedy|Sci-Fi,106598,9612,1993,Steve Barron,"['dan aykroyd', 'jane curtin', 'michelle burke', 'sinbad', 'phil hartman', 'adam sandler', 'chris farley', 'eddie griffin', 'michael richards']",English,21274717,"['extraterrestrial technology', 'alien life-form', 'space invasion', 'coneheads']"
436,Color of Night (1994),Drama|Thriller,109456,2124,1994,Richard Rush,"['bruce willis', 'jane march', 'ruben blades', 'lesley ann warren', 'scott bakula', 'brad dourif', 'lance henriksen', 'kevin j o connor', 'andrew lowery']",English,19700000,"['california', 'secret identity', 'eroticism', 'paranoia', 'group therapy', 'therapist', 'grief', 'obsessive compulsive disorder', 'psychiatrist', 'disguise', 'mental illness', 'color blindness', 'voyeurism']"
437,Cops and Robbersons (1994),Comedy,109480,26261,1994,Michael Ritchie,"['chevy chase', 'jack palance', 'dianne wiest', 'robert davi', 'david barry gray', 'jason james richter', 'fay masterson', 'miko hughes', 'jack kehler']",English,11391093,"['winging into a wall', 'infra red', 'photo album epilogue', 'jumper cable', 'rude waiter', 'sitcom']"
438,"Cowboy Way, The (1994)",Action|Comedy,109493,19176,1994,Gregg Champion,"['woody harrelson', 'kiefer sutherland', 'dylan mcdermott', 'ernie hudson', 'marg helgenberger', 'luis guzman', 'angel caban', 'joaquin martinez', 'tomas milian']",English,,['cowboy']
439,Dangerous Game (1993),Drama,106660,49299,1993,Abel Ferrara,"['harvey keitel', 'madonna', 'james russo', 'nancy ferrara', 'reilly murphy', 'victor argo', 'bill pope', 'christina fulton', 'heather bracken']",English,1261210,"['drugs', 'divorce', 'filmmaking']"
440,Dave (1993),Comedy|Romance,106673,11566,1993,Ivan Reitman,"['kevin kline', 'sigourney weaver', 'frank langella', 'kevin dunn', 'ving rhames', 'ben kingsley', 'charles grodin', 'faith prince', 'laura linney']",English,92000000,"['coma', 'the white house', 'usa president', 'apoplectic stroke', 'doppelgänger', 'corgi']"
441,Dazed and Confused (1993),Comedy,106677,9571,1993,Richard Linklater,"['jason london', 'matthew mcconaughey', 'joey lauren adams', 'rory cochrane', 'wiley wiggins', 'adam goldberg', 'anthony rapp', 'sasha jenson', 'shawn andrews']",English,8000000,"['1970s', 'texas', 'high school', 'coming of age', 'marijuana', 'summer', 'period drama', 'nostalgic', 'lighthearted', 'teenager', 'sentimental', 'comforting']"
442,Demolition Man (1993),Action|Sci-Fi,106697,9739,1993,Marco Brambilla,"['sylvester stallone', 'wesley snipes', 'sandra bullock', 'nigel hawthorne', 'benjamin bratt', 'rob schneider', 'bob gunton', 'glenn shadix', 'denis leary']",English,58055768,"['helicopter', 'martial arts', 'crime fighter', 'social control', 'museum', 'future', 'cryogenics', 'utopia', 'product placement', 'dystopia', 'fistfight', 'police', 'psychopath', 'prison escape', 'betrayal', 'shootout', 'cyberpunk', 'explosion', 'foot chase', 'warden', 'subterranean', 'totalitarianism', 'censorship', 'culture shock', 'knitting', '2030s']"
443,"Endless Summer 2, The (1994)",Documentary,109729,24257,1994,Bruce Brown,"['robert wingnut weaver', 'patrick o connell', 'bruce brown']",English,2155385,"['surfing', 'sports documentary']"
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834,34444,1993,Gus Van Sant,"['uma thurman', 'lorraine bracco', 'pat morita', 'angie dickinson', 'keanu reeves', 'john hurt', 'rain phoenix', 'ed begley jr', 'carol kane']",English,,"['transvestism', 'cowgirl', 'lgbt', 'hitchhiking']"
445,Fatal Instinct (1993),Comedy,106873,26141,1993,Carl Reiner,"['armand assante', 'sherilyn fenn', 'kate nelligan', 'sean young', 'christopher mcdonald', 'james remar', 'tony randall', 'clarence clemons', 'keith campbell']",English,,"['spoof', 'private detective']"
446,Farewell My Concubine (1993),Drama|Romance,106332,10997,1993,Chen Kaige,,Chinese,6400000,"['china', 'transvestite', 'society', 'cultural revolution', 'woman between two men', 'best friend', 'beijing, china', 'lgbt', 'chinese opera', 'female impersonator', 'severed finger']"
447,"Favor, The (1994)",Comedy|Romance,109783,50463,1994,Donald Petrie,"['harley jane kozak', 'elizabeth mcgovern', 'bill pullman', 'brad pitt', 'ken wahl', 'larry miller', 'holland taylor', 'kim walker', 'claire stansfield']",English,3134081,
448,Fearless (1993),Drama,106881,10443,1993,Peter Weir,"['jeff bridges', 'isabella rossellini', 'rosie perez', 'tom hulce', 'john turturro', 'benicio del toro', 'deirdre o connell', 'john de lancie', 'spencer vrooman']",English,7000000,"['grief', 'disaster', 'guilt', 'mental health', 'plane crash']"
449,Fear of a Black Hat (1993),Comedy,106880,20239,1993,Rusty Cundieff,"['larry b scott', 'mark christopher lawrence', 'rusty cundieff', 'kasi lemmons', 'g smokey campbell', 'faizon love', 'deezer d', 'devin kamin', 'don reed']",English,,"['hip-hop', 'musician', 'mockumentary', 'spoof']"
450,With Honors (1994),Comedy|Drama,111732,16297,1994,Alek Keshishian,"['joe pesci', 'brendan fraser', 'moira kelly', 'patrick dempsey', 'josh hamilton', 'gore vidal', 'deborah lake fortson', 'marshall hambro', 'melinda chilton']",English,20016254,"['homeless person', 'law school', 'bum', 'harvard law school', 'college student']"
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926,18551,1993,Steve Kloves,"['meg ryan', 'dennis quaid', 'james caan', 'gwyneth paltrow', 'julia mcneal', 'ron kuhlman', 'jerry swindall', 'ryan bohls', 'ez perez']",English,9709451,"['gambling', 'small town', 'texas', 'abusive father', 'roadhouse', 'murder', 'romance', 'burglary', 'home invasion', 'confrontation', 'married woman', 'grifter', 'haunted by the past', 'vending machine', 'solitary', 'country folk', 'murder of family', 'unlikely romance', 'chance encounter', 'criminal father']"
452,Widows' Peak (1994),Drama,111712,25440,1994,John Irvin,"['mia farrow', 'joan plowright', 'natasha richardson', 'adrian dunbar', 'jim broadbent', 'anne kent', 'john kavanagh', 'gerard mcsorley']",English,,['1920s']
453,For Love or Money (1993),Comedy,106941,9024,1993,Barry Sonnenfeld,"['michael j fox', 'gabrielle anwar', 'anthony higgins', 'fyvush finkel', 'sandra reaves phillips', 'lachanze', 'mike moyer', 'saverio guerra', 'daniel hagen']",English,11146270,"['hotel', 'lover (female)', 'concierge', 'deception', 'mistress']"
454,"Firm, The (1993)",Drama|Thriller,106918,37233,1993,Sydney Pollack,"['tom cruise', 'jeanne tripplehorn', 'gene hackman', 'hal holbrook', 'terry kinney', 'wilford brimley', 'ed harris', 'holly hunter', 'karina lombard']",English,270248367,"['fbi', 'tennessee', 'lawyer', 'law firm', 'bar exam', 'legal thriller']"
455,Free Willy (1993),Adventure|Children's|Drama,106965,1634,1993,Simon Wincer,"['jason james richter', 'keiko', 'lori petty', 'august schellenberg', 'michael madsen', 'jayne atkinson', 'michael ironside', 'richard riehle', 'mykelti williamson']",English,153698625,"['social work', 'social worker', 'human animal relationship', 'whale', 'freedom', 'best friend', 'killer whale', 'amusement park', 'aftercreditsstinger']"
456,Fresh (1994),Drama,109842,13815,1994,Boaz Yakin,"['sean nelson', 'giancarlo esposito', 'samuel l jackson', 'n bushe wright', 'ron brice', 'jean claude la marre', 'jose zuniga', 'luis lantigua', 'yul vazquez']",English,8094616,"['new york city', 'chess', 'street gang', 'loss of loved one', 'war on drugs', 'drug trafficking', 'drug dealer', 'drug mule', 'ghetto', 'childhood trauma', 'drug scene', 'revenge', 'dog fighting', 'drugs', 'witness to murder', 'death', 'brooklyn, new york city']"
457,"Fugitive, The (1993)",Action|Thriller,106977,5503,1993,Andrew Davis,"['harrison ford', 'tommy lee jones', 'joe pantoliano', 'jeroen krabbe', 'daniel roebuck', 'l scott caldwell', 'tom wood', 'ron dean', 'joseph f kosala']",English,368875760,"['chicago, illinois', 'surgeon', 'death sentence', 'doomed man', 'chase', 'remake', 'flashback', 'betrayal', 'conspiracy', 'on the run', 'escape', 'fugitive', 'u.s. marshal', 'police corruption', 'doctor', 'home invasion', 'disguise', 'one armed man', 'framed for murder', 'action hero', 'manhunt']"
458,Geronimo: An American Legend (1993),Drama|Western,107004,35588,1993,Walter Hill,"['jason patric', 'gene hackman', 'robert duvall', 'wes studi', 'matt damon', 'rodney a grant', 'kevin tighe', 'steve reevis', 'carlos palomino']",English,18635620,"['apache nation', 'historical figure', 'native american', 'historical', 'cavalry', 'geronimo']"
459,"Getaway, The (1994)",Action,109890,2087,1994,Roger Donaldson,"['alec baldwin', 'kim basinger', 'michael madsen', 'james woods', 'david morse', 'jennifer tilly', 'james stephens', 'richard farnsworth', 'burton gilliam']",English,30057974,"['anti hero', 'hitman', 'fugitive', 'suicide by hanging', 'sexual torture', 'exploding truck', 'cuckold', 'garbage dump', 'action hero', 'manhunt']"
460,Getting Even with Dad (1994),Comedy,109891,41579,1994,Howard Deutch,"['macaulay culkin', 'ted danson', 'glenne headly', 'saul rubinek', 'gailard sartain', 'hector elizondo', 'kathleen wilhoite', 'dann florek', 'seth smith']",English,,
461,Go Fish (1994),Drama|Romance,109913,18620,1994,Rose Troche,"['guinevere turner', 'v s brodie', 't wendy mcmillan', 'migdalia melendez', 'anastasia sharp', 'brooke webster', 'mimi weddell', 'betty jeannie pejko', 'alfredo d troche']",English,,"['lesbian relationship', 'male homosexuality', 'lgbt', 'woman director']"
462,"Good Man in Africa, A (1994)",Action|Adventure,109920,41006,1994,Bruce Beresford,"['colin friels', 'sean connery', 'john lithgow', 'diana rigg', 'joanne whalley', 'louis gossett jr', 'maynard eziashi', 'jeremy crutchley', 'sarah jane fenton']",English,,['golf']
463,Guilty as Sin (1993),Crime|Drama|Thriller,107057,4916,1993,Sidney Lumet,"['rebecca de mornay', 'don johnson', 'stephen lang', 'jack warden', 'dana ivey', 'ron white', 'norma dell agnese', 'sean mccann', 'luis guzman']",English,22886222,"['odvjetnik', 'đavo']"
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076,2019,1993,John Woo,"['jean claude van damme', 'arnold vosloo', 'lance henriksen', 'yancy butler', 'sven ole thorsen', 'wilford brimley', 'ted raimi', 'kasi lemmons', 'willie c carpenter']",English,74189677,"['martial arts', 'showdown', 'new orleans, louisiana', 'mercenary', 'hunting human beings', 'fistfight', 'psychopath', 'organized crime', 'money', 'drifter', 'one man army', 'union', 'one against many', 'sailor', 'warrior', 'human prey', 'action hero', 'manhunt']"
465,Heaven & Earth (1993),Action|Drama|War,107096,31642,1993,Oliver Stone,,English,5900000,"['war crimes', 'vietnam', 'vietnam war', 'saigon', 'biography', 'based on true story', 'interracial relationship', 'domestic violence', 'based on memoir or autobiography', 'dog', 'immigrant experience', 'vietnamese woman']"
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,9255,1993,Jim Abrahams,"['charlie sheen', 'lloyd bridges', 'valeria golino', 'richard crenna', 'rowan atkinson', 'miguel ferrer', 'brenda bakke', 'jerry haleva', 'david wohl']",English,133752825,"['swordplay', 'secret agent', 'liberation of hostage', 'parody', 'rescue', 'iraq war', 'near east']"
