,movieId,title,genres,imdbId,tmdbId
830,841,Eyes Without a Face (1959),Horror,53459.0,31417.0
831,842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,117826.0,9431.0
832,843,Lotto Land (1995),Drama,113695.0,124619.0
833,844,"Story of Xinghua, The (1993)",Drama,108227.0,297645.0
834,845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,111424.0,48144.0
835,846,Flirt (1995),Drama,113080.0,46986.0
836,847,"Big Squeeze, The (1996)",Comedy|Drama,115680.0,144982.0
837,848,"Spitfire Grill, The (1996)",Drama,117718.0,47907.0
838,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,116225.0,10061.0
839,850,Cyclo (1995),Crime|Drama,112767.0,36266.0
840,851,Basquiat (1996),Drama,115632.0,549.0
841,852,Tin Cup (1996),Comedy|Romance,117918.0,10478.0
842,853,Dingo (1992),Drama,104109.0,66634.0
843,854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,51980.0,116690.0
844,855,Every Other Weekend (1990),Drama,100840.0,213917.0
845,856,Mille bolle blu (1993),Comedy,107575.0,145925.0
846,857,Crows and Sparrows (1949),Drama,42054.0,100914.0
847,858,"Godfather, The (1972)",Action|Crime|Drama,68646.0,238.0
848,859,"Hippie Revolution, The (1996)",Documentary,116536.0,484245.0
849,860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,109255.0,159.0
850,861,Supercop (1992),Action|Thriller,104558.0,11134.0
851,862,Manny & Lo (1996),Drama,116985.0,88224.0
852,863,Celestial Clockwork (1994),Comedy,,
853,864,"Wife, The (1995)",Comedy|Drama,114936.0,132641.0
854,865,Small Faces (1995),Drama,114474.0,42758.0
855,866,Bound (1996),Crime|Drama|Romance|Thriller,115736.0,9303.0
856,867,Carpool (1996),Comedy|Crime,115836.0,23945.0
857,868,Death in Brunswick (1991),Comedy,101692.0,37820.0
858,869,Kansas City (1996),Crime,116745.0,22479.0
859,870,Gone Fishin' (1997),Comedy,119214.0,9054.0
860,871,Lover's Knot (1996),Comedy,116934.0,241058.0
861,872,Aiqing wansui (1994),Drama,109066.0,11985.0
862,873,Shadow of Angels (Schatten der Engel) (1976),Drama,75169.0,10232.0
863,874,Killer: A Journal of Murder (1995),Crime|Drama,113542.0,59569.0
864,875,Nothing to Lose (1994),Drama,110693.0,410921.0
865,876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,106544.0,38955.0
866,877,Girls Town (1996),Drama,116418.0,110513.0
867,878,Bye-Bye (1995),Drama,112607.0,114089.0
868,879,"Relic, The (1997)",Horror,120004.0,11015.0
869,880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,116654.0,9306.0
870,881,First Kid (1996),Children's|Comedy,116311.0,12559.0
871,882,"Trigger Effect, The (1996)",Drama|Thriller,117965.0,58770.0
872,884,Sweet Nothing (1995),Drama,114592.0,124851.0
873,885,Bogus (1996),Children's|Drama|Fantasy,115725.0,3587.0
874,886,Bulletproof (1996),Action,115783.0,10723.0
875,887,Talk of Angels (1998),Drama,120271.0,56077.0
876,888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,,
877,889,1-900 (1994),Romance,109001.0,101230.0
878,890,Baton Rouge (1988),Thriller,94822.0,253632.0
879,891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,113253.0,10987.0
880,892,Twelfth Night (1996),Comedy|Drama|Romance,117991.0,44705.0
881,893,Mother Night (1996),Drama,117093.0,20318.0
882,894,Liebelei (1933),Romance,24252.0,43596.0
883,895,Venice/Venice (1992),Drama,105729.0,79782.0
884,896,Wild Reeds (1994),Drama,111019.0,26933.0
885,897,For Whom the Bell Tolls (1943),Adventure|War,35896.0,27854.0
886,898,"Philadelphia Story, The (1940)",Comedy|Romance,32904.0,981.0
887,899,Singin' in the Rain (1952),Musical|Romance,45152.0,872.0
888,900,"American in Paris, An (1951)",Musical|Romance,43278.0,2769.0
889,901,Funny Face (1957),Comedy|Musical,50419.0,13320.0
890,902,Breakfast at Tiffany's (1961),Drama|Romance,54698.0,164.0
891,903,Vertigo (1958),Mystery|Thriller,52357.0,426.0
892,904,Rear Window (1954),Mystery|Thriller,47396.0,567.0
893,905,It Happened One Night (1934),Comedy,25316.0,3078.0
894,906,Gaslight (1944),Mystery|Thriller,36855.0,13528.0
895,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,25164.0,28288.0
896,908,North by Northwest (1959),Drama|Thriller,53125.0,213.0
897,909,"Apartment, The (1960)",Comedy|Drama,53604.0,284.0
898,910,Some Like It Hot (1959),Comedy|Crime,53291.0,239.0
899,911,Charade (1963),Comedy|Mystery|Romance|Thriller,56923.0,4808.0
900,912,Casablanca (1942),Drama|Romance|War,34583.0,289.0
901,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,33870.0,963.0
902,914,My Fair Lady (1964),Musical|Romance,58385.0,11113.0
903,915,Sabrina (1954),Comedy|Romance,47437.0,6620.0
904,916,Roman Holiday (1953),Comedy|Romance,46250.0,804.0
905,917,"Little Princess, The (1939)",Children's|Drama,31580.0,26531.0
906,918,Meet Me in St. Louis (1944),Musical,37059.0,909.0
907,919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,32138.0,630.0
908,920,Gone with the Wind (1939),Drama|Romance|War,31381.0,770.0
909,921,My Favorite Year (1982),Comedy,84370.0,31044.0
910,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,43014.0,599.0
911,923,Citizen Kane (1941),Drama,33467.0,15.0
912,924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,62622.0,62.0
913,925,Golden Earrings (1947),Adventure|Romance,39428.0,121357.0
914,926,All About Eve (1950),Drama,42192.0,705.0
915,927,"Women, The (1939)",Comedy,32143.0,22490.0
916,928,Rebecca (1940),Romance|Thriller,32976.0,223.0
917,929,Foreign Correspondent (1940),Thriller,32484.0,25670.0
918,930,Notorious (1946),Film-Noir|Romance|Thriller,38787.0,303.0
919,931,Spellbound (1945),Mystery|Romance|Thriller,38109.0,4174.0
920,932,"Affair to Remember, An (1957)",Romance,50105.0,8356.0
921,933,To Catch a Thief (1955),Comedy|Romance|Thriller,48728.0,381.0
922,934,Father of the Bride (1950),Comedy,42451.0,20758.0
923,935,"Band Wagon, The (1953)",Comedy|Musical,45537.0,29376.0
924,936,Ninotchka (1939),Comedy|Romance,31725.0,1859.0
925,937,Love in the Afternoon (1957),Comedy|Romance,50658.0,18299.0
926,938,Gigi (1958),Musical,51658.0,17281.0
927,939,"Reluctant Debutante, The (1958)",Comedy|Drama,52126.0,64382.0
928,940,"Adventures of Robin Hood, The (1938)",Action|Adventure,29843.0,10907.0
929,941,"Mark of Zorro, The (1940)",Adventure,32762.0,32093.0
930,942,Laura (1944),Crime|Film-Noir|Mystery,37008.0,1939.0
931,943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,39420.0,22292.0
932,944,Lost Horizon (1937),Drama,29162.0,3598.0
933,945,Top Hat (1935),Comedy|Musical|Romance,27125.0,3080.0
934,946,To Be or Not to Be (1942),Comedy|Drama|War,35446.0,198.0
935,947,My Man Godfrey (1936),Comedy,28010.0,13562.0
936,948,Giant (1956),Drama,49261.0,1712.0
937,949,East of Eden (1955),Drama,48028.0,220.0
938,950,"Thin Man, The (1934)",Mystery,25878.0,3529.0
939,951,His Girl Friday (1940),Comedy,32599.0,3085.0
940,952,Around the World in 80 Days (1956),Adventure|Comedy,48960.0,2897.0
941,953,It's a Wonderful Life (1946),Drama,38650.0,1585.0
942,954,Mr. Smith Goes to Washington (1939),Drama,31679.0,3083.0
943,955,Bringing Up Baby (1938),Comedy,29947.0,900.0
944,956,Penny Serenade (1941),Drama|Romance,34012.0,43795.0
945,957,"Scarlet Letter, The (1926)",Drama,17350.0,85638.0
946,958,Lady of Burlesque (1943),Comedy|Mystery,36094.0,50001.0
947,959,Of Human Bondage (1934),Drama,25586.0,43905.0
948,960,Angel on My Shoulder (1946),Crime|Drama,38300.0,22688.0
949,961,Little Lord Fauntleroy (1936),Drama,27893.0,23114.0
950,962,They Made Me a Criminal (1939),Crime|Drama,32022.0,26378.0
951,963,"Inspector General, The (1949)",Musical,41509.0,40206.0
952,964,Angel and the Badman (1947),Western,39152.0,22356.0
953,965,"39 Steps, The (1935)",Thriller,26029.0,260.0
954,966,"Walk in the Sun, A (1945)",Drama,38235.0,43488.0
955,967,"Outlaw, The (1943)",Western,36241.0,22613.0
956,968,Night of the Living Dead (1968),Horror|Sci-Fi,63350.0,10331.0
957,969,"African Queen, The (1951)",Action|Adventure|Romance|War,43265.0,488.0
958,970,Beat the Devil (1954),Comedy|Drama,46414.0,22733.0
959,971,Cat on a Hot Tin Roof (1958),Drama,51459.0,261.0
960,972,"Last Time I Saw Paris, The (1954)",Drama,47162.0,57575.0
961,973,Meet John Doe (1941),Drama,33891.0,32574.0
962,974,Algiers (1938),Drama|Romance,29855.0,22657.0
963,975,Something to Sing About (1937),Comedy|Musical,29588.0,76464.0
964,976,"Farewell to Arms, A (1932)",Romance|War,22879.0,22649.0
965,977,Moonlight Murder (1936),Mystery,27980.0,176841.0
966,978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,,
967,979,Nothing Personal (1995),Drama|War,114007.0,125587.0
968,980,In the Line of Duty 2 (1987),Action,93229.0,39448.0
969,981,Dangerous Ground (1997),Drama,118927.0,52855.0
970,982,Picnic (1955),Drama,48491.0,39940.0
971,983,Madagascar Skin (1995),Romance,113730.0,172868.0
972,984,"Pompatus of Love, The (1996)",Comedy|Drama,117357.0,85328.0
973,985,Small Wonders (1996),Documentary,117669.0,124632.0
974,986,Fly Away Home (1996),Adventure|Children's,116329.0,11076.0
975,987,Bliss (1997),Drama|Romance,118742.0,63945.0
976,988,Grace of My Heart (1996),Comedy|Drama,116442.0,58985.0
977,989,Schlafes Bruder (Brother of Sleep) (1995),Drama,114354.0,890.0
978,990,Maximum Risk (1996),Action|Adventure|Thriller,117011.0,10861.0
979,991,Michael Collins (1996),Drama|War,117039.0,1770.0
980,992,"Rich Man's Wife, The (1996)",Thriller,117473.0,44465.0
981,993,Infinity (1996),Drama,116635.0,2033.0
982,994,Big Night (1996),Drama,115678.0,18203.0
983,996,Last Man Standing (1996),Action|Drama|Western,116830.0,9333.0
984,997,Caught (1996),Drama|Thriller,115847.0,47260.0
985,998,Set It Off (1996),Action|Crime,117603.0,9400.0
986,999,2 Days in the Valley (1996),Crime,115438.0,9401.0
987,1000,Curdled (1996),Crime,115994.0,12241.0
988,1001,"Associate, The (L'Associe)(1982)",Comedy,83587.0,25739.0
989,1002,Ed's Next Move (1996),Comedy,116167.0,161806.0
990,1003,Extreme Measures (1996),Drama|Thriller,116259.0,11306.0
991,1004,"Glimmer Man, The (1996)",Action|Thriller,116421.0,9625.0
992,1005,D3: The Mighty Ducks (1996),Children's|Comedy,116000.0,10680.0
993,1006,"Chamber, The (1996)",Drama,115862.0,6346.0
994,1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,72653.0,18660.0
995,1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,47977.0,35115.0
996,1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,72951.0,14821.0
997,1010,"Love Bug, The (1969)",Children's|Comedy,64603.0,14136.0
998,1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,71607.0,10869.0
999,1012,Old Yeller (1957),Children's|Drama,50798.0,22660.0
1000,1013,"Parent Trap, The (1961)",Children's|Drama,55277.0,19186.0
1001,1014,Pollyanna (1960),Children's|Comedy|Drama,54195.0,31102.0
1002,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,107131.0,6878.0
1003,1016,"Shaggy Dog, The (1959)",Children's|Comedy,53271.0,15944.0
1004,1017,Swiss Family Robinson (1960),Adventure|Children's,54357.0,18444.0
1005,1018,That Darn Cat! (1965),Children's|Comedy|Mystery,59793.0,20723.0
1006,1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,46672.0,173.0
1007,1020,Cool Runnings (1993),Comedy,106611.0,864.0
1008,1021,Angels in the Outfield (1994),Children's|Comedy,109127.0,24795.0
1009,1022,Cinderella (1950),Animation|Children's|Musical,42332.0,11224.0
1010,1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,63819.0,81310.0
1011,1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,38166.0,15947.0
1012,1025,"Sword in the Stone, The (1963)",Animation|Children's,57546.0,9078.0
1013,1026,So Dear to My Heart (1949),Children's|Drama,41890.0,29682.0
1014,1027,Robin Hood: Prince of Thieves (1991),Drama,102798.0,8367.0
1015,1028,Mary Poppins (1964),Children's|Comedy|Musical,58331.0,433.0
1016,1029,Dumbo (1941),Animation|Children's|Musical,33563.0,11360.0
1017,1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,76538.0,11114.0
1018,1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,66817.0,12335.0
1019,1032,Alice in Wonderland (1951),Animation|Children's|Musical,43274.0,12092.0
1020,1033,"Fox and the Hound, The (1981)",Animation|Children's,82406.0,10948.0
1021,1034,Freeway (1996),Crime,116361.0,11229.0
1022,1035,"Sound of Music, The (1965)",Musical,59742.0,15121.0
1023,1036,Die Hard (1988),Action|Thriller,95016.0,562.0
1024,1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,104692.0,10163.0
1025,1038,Unhook the Stars (1996),Drama,118044.0,48862.0
1026,1039,Synthetic Pleasures (1995),Documentary,114597.0,117036.0
1027,1040,"Secret Agent, The (1996)",Drama,117582.0,47199.0
1028,1041,Secrets & Lies (1996),Drama,117589.0,11159.0
1029,1042,That Thing You Do! (1996),Comedy,117887.0,9591.0
1030,1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,117924.0,30500.0
1031,1044,Surviving Picasso (1996),Drama,117791.0,41843.0
1032,1045,Love Is All There Is (1996),Comedy|Drama,116928.0,55058.0
1033,1046,Beautiful Thing (1996),Drama|Romance,115640.0,10938.0
1034,1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,116908.0,11412.0
1035,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,116409.0,10586.0
1036,1050,Looking for Richard (1996),Documentary|Drama,116913.0,42314.0
1037,1051,Trees Lounge (1996),Drama,117958.0,27845.0
1038,1052,"Proprietor, The (1996)",Drama,117400.0,108365.0
1039,1053,Normal Life (1996),Crime|Drama,117202.0,23223.0
1040,1054,Get on the Bus (1996),Drama,116404.0,49471.0
1041,1055,Shadow Conspiracy (1997),Thriller,120107.0,38153.0
1042,1056,Jude (1996),Drama,116722.0,25147.0
1043,1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,116242.0,9716.0
1044,1058,Bitter Sugar (Azucar Amargo) (1996),Drama,115600.0,43777.0
1045,1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,117509.0,454.0
1046,1060,Swingers (1996),Comedy|Drama,117802.0,10218.0
1047,1061,Sleepers (1996),Crime|Drama,117665.0,819.0
1048,1062,"Sunchaser, The (1996)",Drama,117781.0,38191.0
1049,1063,Johns (1996),Drama,116714.0,56830.0
1050,1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,,
1051,1065,"Woman in Question, The (1950)",Mystery,43140.0,27256.0
1052,1066,Shall We Dance? (1937),Comedy|Musical|Romance,29546.0,31530.0
1053,1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,28757.0,66473.0
1054,1068,Crossfire (1947),Crime|Film-Noir,39286.0,28120.0
1055,1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,37101.0,1834.0
1056,1070,Macao (1952),Adventure,44863.0,26282.0
1057,1071,For the Moment (1994),Romance|War,109823.0,37218.0
1058,1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,67992.0,252.0
1059,1075,"Sexual Life of the Belgians, The (1994)",Comedy,111622.0,116356.0
1060,1076,"Innocents, The (1961)",Thriller,55018.0,16372.0
1061,1077,Sleeper (1973),Comedy|Sci-Fi,70707.0,11561.0
1062,1078,Bananas (1971),Comedy|War,66808.0,11302.0
1063,1079,"Fish Called Wanda, A (1988)",Comedy,95159.0,623.0
1064,1080,Monty Python's Life of Brian (1979),Comedy,79470.0,583.0
1065,1081,Victor/Victoria (1982),Comedy|Musical,84865.0,12614.0
1066,1082,"Candidate, The (1972)",Drama,68334.0,21711.0
1067,1083,"Great Race, The (1965)",Comedy|Musical,59243.0,11575.0
1068,1084,Bonnie and Clyde (1967),Crime|Drama,61418.0,475.0
1069,1085,"Old Man and the Sea, The (1958)",Adventure|Drama,52027.0,11331.0
1070,1086,Dial M for Murder (1954),Mystery|Thriller,46912.0,521.0
1071,1087,Madame Butterfly (1995),Musical,113731.0,21202.0
1072,1088,Dirty Dancing (1987),Musical|Romance,92890.0,88.0
1073,1089,Reservoir Dogs (1992),Crime|Thriller,105236.0,500.0
1074,1090,Platoon (1986),Drama|War,91763.0,792.0
1075,1091,Weekend at Bernie's (1989),Comedy,98627.0,8491.0
1076,1092,Basic Instinct (1992),Mystery|Thriller,103772.0,402.0
1077,1093,"Doors, The (1991)",Drama|Musical,101761.0,10537.0
1078,1094,"Crying Game, The (1992)",Drama|Romance|War,104036.0,11386.0
1079,1095,Glengarry Glen Ross (1992),Drama,104348.0,9504.0
1080,1096,Sophie's Choice (1982),Drama,84707.0,15764.0
1081,1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,83866.0,601.0
1082,1098,"Search for One-eye Jimmy, The (1996)",Comedy,117577.0,67365.0
1083,1099,"Christmas Carol, A (1938)",Drama,29992.0,25842.0
1084,1100,Days of Thunder (1990),Action|Romance,99371.0,2119.0
1085,1101,Top Gun (1986),Action|Romance,92099.0,744.0
1086,1102,American Strays (1996),Action,115531.0,136311.0
1087,1103,Rebel Without a Cause (1955),Drama,48545.0,221.0
1088,1104,"Streetcar Named Desire, A (1951)",Drama,44081.0,702.0
1089,1105,Children of the Corn IV: The Gathering (1996),Horror,115885.0,25750.0
1090,1106,"Leopard Son, The (1996)",Documentary,116859.0,17642.0
1091,1107,Loser (1991),Comedy,102336.0,
1092,1108,Prerokbe Ognja (1995),Documentary,,
1093,1109,Charm's Incidents (1996),Drama,115870.0,427043.0
1094,1110,Bird of Prey (1996),Action,115684.0,146341.0
1095,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,117040.0,9305.0
1096,1112,Palookaville (1996),Action|Drama,117284.0,37616.0
1097,1113,"Associate, The (1996)",Comedy,115580.0,11112.0
1098,1114,"Funeral, The (1996)",Drama,116378.0,21612.0
1099,1115,Sleepover (1995),Comedy|Drama,114472.0,141210.0
1100,1116,"Single Girl, A (La Fille Seule) (1995)",Drama,113057.0,102461.0
1101,1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama,116581.0,36998.0
1102,1118,Tashunga (1995),Adventure|Western,114622.0,200383.0
1103,1119,Drunks (1997),Drama,112907.0,116844.0
1104,1120,"People vs. Larry Flynt, The (1996)",Drama,117318.0,1630.0
1105,1121,Glory Daze (1996),Drama,116422.0,26626.0
1106,1122,Plutonium Circus (1995),Documentary,114147.0,470646.0
1107,1123,"Perfect Candidate, A (1996)",Documentary,117320.0,124837.0
1108,1124,On Golden Pond (1981),Drama,82846.0,11816.0
1109,1125,"Return of the Pink Panther, The (1974)",Comedy,72081.0,11843.0
1110,1126,Drop Dead Fred (1991),Comedy|Fantasy,101775.0,10379.0
1111,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,96754.0,2756.0
1112,1128,"Fog, The (1980)",Horror,80749.0,790.0
1113,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,82340.0,1103.0
1114,1130,"Howling, The (1980)",Horror,82533.0,11298.0
1115,1131,Jean de Florette (1986),Drama,91288.0,4480.0
1116,1132,Manon of the Spring (Manon des sources) (1986),Drama,91480.0,4481.0
1117,1133,Talking About Sex (1994),Comedy|Drama,111357.0,575751.0
1118,1134,Johnny 100 Pesos (1993),Action|Drama,107274.0,49688.0
1119,1135,Private Benjamin (1980),Comedy,81375.0,10765.0
1120,1136,Monty Python and the Holy Grail (1974),Comedy,71853.0,762.0
1121,1137,Hustler White (1996),Romance,116587.0,44497.0
1122,1138,Dadetown (1995),Documentary,112777.0,85588.0
1123,1139,Everything Relative (1996),Drama,116245.0,278621.0
1124,1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212.0,99479.0
1125,1141,Hoogste tijd (1995),Drama,113328.0,566972.0
1126,1142,Get Over It (1996),Drama,116403.0,
1127,1143,Three Lives and Only One Death (1996),Comedy,117968.0,55049.0
1128,1144,"Line King: Al Hirschfeld, The (1996)",Documentary,116886.0,124829.0
1129,1145,Snowriders (1996),Documentary,117677.0,79306.0
1130,1146,Curtis's Charm (1995),Comedy|Drama,112759.0,356054.0
1131,1147,When We Were Kings (1996),Documentary,118147.0,10548.0
1132,1148,"Wrong Trousers, The (1993)",Animation|Comedy,108598.0,531.0
1133,1149,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama,110173.0,104931.0
1134,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,84589.0,4483.0
1135,1151,Faust (1994),Animation|Comedy|Thriller,109781.0,18919.0
1136,1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,40427.0,31556.0
1137,1153,Raw Deal (1948),Film-Noir,40723.0,26167.0
1138,1154,T-Men (1947),Film-Noir,39881.0,26174.0
1139,1155,"Invitation, The (Zaproszenie) (1986)",Drama,92281.0,572997.0
1140,1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,34493.0,61461.0
1141,1157,"Symphonie pastorale, La (1946)",Drama,39004.0,117500.0
1142,1158,Here Comes Cookie (1935),Comedy,26465.0,218713.0
1143,1159,Love in Bloom (1935),Romance,26656.0,217802.0
1144,1160,Six of a Kind (1934),Comedy,25799.0,127973.0
1145,1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,78875.0,659.0
1146,1162,"Ruling Class, The (1972)",Comedy,69198.0,30892.0
1147,1163,Mina Tannenbaum (1994),Drama,110521.0,86369.0
1148,1164,Two or Three Things I Know About Her (1966),Drama,60304.0,8074.0
1149,1165,"Bloody Child, The (1996)",Drama|Thriller,115715.0,124676.0
1150,1166,Farmer & Chase (1995),Comedy,113031.0,559489.0
1151,1167,Dear God (1996),Comedy,116059.0,38554.0
1152,1168,Bad Moon (1996),Horror,115610.0,49763.0
1153,1169,American Dream (1990),Documentary,99028.0,41326.0
1154,1170,Best of the Best 3: No Turning Back (1995),Action,112483.0,36555.0
1155,1171,Bob Roberts (1992),Comedy,103850.0,10608.0
1156,1172,Cinema Paradiso (1988),Comedy|Drama|Romance,95765.0,11216.0
1157,1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,97108.0,7452.0
1158,1174,Grosse Fatigue (1994),Comedy,109942.0,64567.0
1159,1175,Delicatessen (1991),Comedy|Sci-Fi,101700.0,892.0
1160,1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,101765.0,1600.0
1161,1177,Enchanted April (1991),Drama,101811.0,26561.0
1162,1178,Paths of Glory (1957),Drama|War,50825.0,975.0
1163,1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,99703.0,18129.0
1164,1180,Hear My Song (1991),Comedy,102014.0,54405.0
1165,1181,"Shooter, The (1995)",Action,120121.0,150823.0
1166,1183,"English Patient, The (1996)",Drama|Romance|War,116209.0,409.0
1167,1184,Mediterraneo (1991),Comedy|War,102426.0,38251.0
1168,1185,My Left Foot (1989),Drama,97937.0,10161.0
1169,1186,"Sex, Lies, and Videotape (1989)",Drama,98724.0,1412.0
1170,1187,Passion Fish (1992),Drama,105107.0,41768.0
1171,1188,Strictly Ballroom (1992),Comedy|Romance,105488.0,10409.0
1172,1189,"Thin Blue Line, The (1988)",Documentary,96257.0,14285.0
1173,1190,Tie Me Up! Tie Me Down! (1990),Drama,101026.0,2469.0
1174,1191,Madonna: Truth or Dare (1991),Documentary,102370.0,10174.0
1175,1192,Paris Is Burning (1990),Documentary,100332.0,31225.0
1176,1193,One Flew Over the Cuckoo's Nest (1975),Drama,73486.0,510.0
1177,1194,Up in Smoke (1978),Comedy,78446.0,11455.0
1178,1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,80684.0,1891.0
1179,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,93779.0,2493.0
1180,1198,Raiders of the Lost Ark (1981),Action|Adventure,82971.0,85.0
1181,1199,Brazil (1985),Sci-Fi,88846.0,68.0
1182,1200,Aliens (1986),Action|Sci-Fi|Thriller|War,90605.0,679.0
1183,1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,60196.0,429.0
1184,1202,Withnail and I (1987),Comedy,94336.0,13446.0
1185,1203,12 Angry Men (1957),Drama,50083.0,389.0
1186,1204,Lawrence of Arabia (1962),Adventure|War,56172.0,947.0
1187,1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,,
1188,1206,"Clockwork Orange, A (1971)",Sci-Fi,66921.0,185.0
1189,1207,To Kill a Mockingbird (1962),Drama,56592.0,595.0
1190,1208,Apocalypse Now (1979),Drama|War,78788.0,28.0
1191,1209,Once Upon a Time in the West (1969),Western,64116.0,335.0
1192,1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,86190.0,1892.0
1193,1211,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance,93191.0,144.0
1194,1212,"Third Man, The (1949)",Mystery|Thriller,41959.0,1092.0
1195,1213,GoodFellas (1990),Crime|Drama,99685.0,769.0
1196,1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,78748.0,348.0
1197,1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,106308.0,766.0
1198,1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,95250.0,175.0
1199,1217,Ran (1985),Drama|War,89881.0,11645.0
1200,1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,97202.0,10835.0
1201,1219,Psycho (1960),Horror|Thriller,54215.0,539.0
1202,1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,80455.0,525.0
1203,1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,71562.0,240.0
1204,1222,Full Metal Jacket (1987),Action|Drama|War,93058.0,600.0
1205,1223,"Grand Day Out, A (1992)",Animation|Comedy,104361.0,530.0
1206,1224,Henry V (1989),Drama|War,97499.0,10705.0
1207,1225,Amadeus (1984),Drama,86879.0,279.0
1208,1226,"Quiet Man, The (1952)",Comedy|Romance,45061.0,3109.0
1209,1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,87843.0,311.0
1210,1228,Raging Bull (1980),Drama,81398.0,1578.0
1211,1230,Annie Hall (1977),Comedy|Romance,75686.0,703.0
1212,1231,"Right Stuff, The (1983)",Drama,86197.0,9549.0
1213,1232,Stalker (1979),Mystery|Sci-Fi,79944.0,1398.0
1214,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,82096.0,387.0
1215,1234,"Sting, The (1973)",Comedy|Crime,70735.0,9277.0
1216,1235,Harold and Maude (1971),Comedy,67185.0,343.0
1217,1236,Trust (1990),Comedy|Drama,103130.0,37291.0
1218,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976.0,490.0
1219,1238,Local Hero (1983),Comedy,85859.0,11235.0
1220,1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247.0,218.0
